parcel_id,apprlnd,apprbld,apprtot,landuse,school,pclass,staddr,usps_city,taxdesi,area_a,rooms,baths,bedrms,nostory,yearblt,proptyp,point_x,point_y,source_year,taxdist_code,staddr_norm,stories_x_sqft,sqft_prev,delta_sqft
171-001206,88500.0,218200.0,306700.0,510,4505,R,8418 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1885.0,6,2,3,10.0,2004.0,,1888707.96157,734428.242052,2024,171,8418 MORRISON FARMS COURT,18850.0,1885.0,0.0
170-003660,110000.0,710600.0,820600.0,510,2506,R,7070 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,4120.0,8,4,4,20.0,2005.0,,1877889.26151,736882.031436,2024,170,7070 PLEASANT COLONY CR,82400.0,4120.0,0.0
170-003659,115500.0,521700.0,637200.0,510,2506,R,7078 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3321.0,8,3,4,20.0,2005.0,,1877887.86674,737021.755976,2024,170,7078 PLEASANT COLONY CR,66420.0,3321.0,0.0
170-001439,53300.0,190800.0,244100.0,511,2506,R,7490 HAVENS CORNERS RD,Blacklick,JEFFERSON TOWNSHIP,1456.0,9,2,4,10.0,1966.0,,1885985.1213,735844.038105,2024,170,7490 HAVENS CORNERS ROAD,14560.0,1456.0,0.0
171-002024,80900.0,239400.0,320300.0,510,4505,R,8665 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2060.0,7,2,3,20.0,2019.0,,1890404.26601,732364.747984,2024,171,8665 CONESTOGA VALLEY DRIVE,41200.0,2060.0,0.0
171-002025,80900.0,318600.0,399500.0,510,4505,R,8661 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3050.0,7,3,4,20.0,2019.0,,1890340.25613,732373.441782,2024,171,8661 CONESTOGA VALLEY DRIVE,61000.0,3050.0,0.0
171-002023,77000.0,221500.0,298500.0,510,4505,R,8669 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1679.0,5,2,3,20.0,2018.0,,1890459.77155,732364.950575,2024,171,8669 CONESTOGA VALLEY DRIVE,33580.0,1679.0,0.0
170-001442,125300.0,257500.0,382800.0,511,2506,R,3688 MANN RD,Blacklick,JEFFERSON TOWNSHIP,2214.0,8,2,4,20.0,1966.0,,1876034.49037,739831.147913,2024,170,3688 MANN ROAD,44280.0,2214.0,0.0
170-001443,128000.0,263300.0,391300.0,511,2506,R,3710 MANN RD,Blacklick,JEFFERSON TOWNSHIP,1751.0,7,2,3,10.0,1966.0,,1876045.40242,739989.070826,2024,170,3710 MANN ROAD,17510.0,1751.0,0.0
170-001441,81900.0,245400.0,327300.0,511,2506,R,6512 HAVENS CORNERS RD,Blacklick,JEFFERSON TOWNSHIP,2040.0,8,1,4,20.0,1947.0,,1878721.80208,735265.796562,2024,170,6512 HAVENS CORNERS ROAD,40800.0,2040.0,0.0
170-001440,75500.0,295700.0,371200.0,511,2506,R,6506 HAVENS CORNERS RD,Blacklick,JEFFERSON TOWNSHIP,2748.0,8,3,5,20.0,1965.0,,1878604.44668,735241.316213,2024,170,6506 HAVENS CORNERS ROAD,54960.0,2748.0,0.0
170-001451,127000.0,277200.0,404200.0,511,2506,R,5915 HEADLEY RD,Columbus,JEFFERSON TOWNSHIP,2036.0,9,2,4,20.0,1966.0,,1874694.29086,744112.789612,2024,170,5915 HEADLEY ROAD,40720.0,2036.0,0.0
170-001452,127000.0,342900.0,469900.0,511,2506,R,5909 HEADLEY RD,Columbus,JEFFERSON TOWNSHIP,2662.0,8,2,4,20.0,1966.0,,1874572.06916,744121.254572,2024,170,5909 HEADLEY ROAD,53240.0,2662.0,0.0
170-001450,99000.0,346500.0,445500.0,511,2506,R,6001 HEADLEY RD,Columbus,JEFFERSON TOWNSHIP,2458.0,9,3,5,10.0,1973.0,,1875025.30931,744098.946956,2024,170,6001 HEADLEY ROAD,24580.0,2458.0,0.0
170-001445,81000.0,273200.0,354200.0,511,2506,R,5490 CLARK STATE RD,Columbus,JEFFERSON TOWNSHIP,2475.0,8,2,4,10.0,1969.0,,1870910.48856,740094.431507,2024,170,5490 CLARK STATE ROAD,24750.0,2475.0,0.0
171-002016,77000.0,251100.0,328100.0,510,4505,R,8715 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2280.0,7,2,4,20.0,2019.0,,1890820.55372,732341.536088,2024,171,8715 CONESTOGA VALLEY DRIVE,45600.0,2280.0,0.0
171-002017,77000.0,238200.0,315200.0,510,4505,R,8707 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2026.0,6,2,4,20.0,2018.0,,1890759.2493,732346.234651,2024,171,8707 CONESTOGA VALLEY DRIVE,40520.0,2026.0,0.0
171-002015,77000.0,278700.0,355700.0,510,4505,R,8733 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2630.0,8,2,4,20.0,2019.0,,1890943.24172,732333.741238,2024,171,8733 CONESTOGA VALLEY DRIVE,52600.0,2630.0,0.0
170-001453,54000.0,230500.0,284500.0,511,2506,R,7468 HAVENS CORNERS RD,Blacklick,JEFFERSON TOWNSHIP,1288.0,9,2,5,10.0,1968.0,,1885360.69383,735886.468302,2024,170,7468 HAVENS CORNERS ROAD,12880.0,1288.0,0.0
170-003661,110000.0,447400.0,557400.0,510,2506,R,7062 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3435.0,8,3,4,20.0,2005.0,,1877880.44386,736744.985696,2024,170,7062 PLEASANT COLONY CR,68700.0,3435.0,0.0
170-003662,110000.0,512200.0,622200.0,510,2506,R,7056 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3463.0,8,3,4,20.0,2005.0,,1877825.77697,736610.974317,2024,170,7056 PLEASANT COLONY CR,69260.0,3463.0,0.0
171-001209,88500.0,228600.0,317100.0,510,4505,R,8400 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1959.0,6,2,3,10.0,2005.0,,1888668.4505,734217.010929,2024,171,8400 MORRISON FARMS COURT,19590.0,1959.0,0.0
171-001208,88500.0,244700.0,333200.0,510,4505,R,8406 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2158.0,6,2,3,10.0,2004.0,,1888692.86277,734281.284095,2024,171,8406 MORRISON FARMS COURT,21580.0,2158.0,0.0
170-003666,110000.0,562600.0,672600.0,510,2506,R,7157 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3100.0,7,2,3,11.0,2005.0,,1877451.7427,736798.970168,2024,170,7157 PLEASANT COLONY CR,34100.0,3100.0,0.0
170-003665,110000.0,712000.0,822000.0,510,2506,R,7165 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3976.0,8,5,4,20.0,2005.0,,1877557.01603,736789.710016,2024,170,7165 PLEASANT COLONY CR,79520.0,3976.0,0.0
170-003664,110000.0,684300.0,794300.0,510,2506,R,7171 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3458.0,9,4,4,20.0,2005.0,,1877674.86274,736771.695781,2024,170,7171 PLEASANT COLONY CR,69160.0,3458.0,0.0
170-003663,110000.0,566900.0,676900.0,510,2506,R,7048 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3613.0,9,3,4,10.0,2006.0,,1877751.87333,736494.375141,2024,170,7048 PLEASANT COLONY CR,36130.0,3613.0,0.0
170-003669,110000.0,683800.0,793800.0,510,2506,R,7105 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3897.0,9,3,4,20.0,2007.0,,1877463.1641,736953.549502,2024,170,7105 PLEASANT COLONY CR,77940.0,3897.0,0.0
170-003670,110000.0,575200.0,685200.0,510,2506,R,7097 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,4104.0,8,3,4,20.0,2005.0,,1877567.91701,736946.275074,2024,170,7097 PLEASANT COLONY CR,82080.0,4104.0,0.0
170-003668,110000.0,549700.0,659700.0,510,2506,R,7117 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3586.0,8,3,4,20.0,2005.0,,1877333.20127,736953.294417,2024,170,7117 PLEASANT COLONY CR,71720.0,3586.0,0.0
170-003667,110000.0,503900.0,613900.0,510,2506,R,7145 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,2866.0,8,3,4,20.0,2005.0,,1877323.23943,736817.525331,2024,170,7145 PLEASANT COLONY CR,57320.0,2866.0,0.0
170-003675,105000.0,605300.0,710300.0,550,2506,R,6953 CARROLL CIRLE,Blacklick,JEFFERSON TOWNSHIP,2620.0,5,3,3,10.0,2005.0,,1877377.84726,733992.535903,2024,170,6953 CARROLL CIRLE,26200.0,2620.0,0.0
170-003673,479300.0,149800.0,629100.0,599,2506,R,1841 UNBRIDLED WY,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1877561.62109,735889.482158,2024,170,1841 UNBRIDLED WY,,,
170-003672,9900.0,0.0,9900.0,501,2506,R,PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1876904.78964,736342.665717,2024,170,PLEASANT COLONY CR,,,
170-003671,110000.0,569600.0,679600.0,510,2506,R,7085 PLEASANT COLONY CR,Blacklick,JEFFERSON TOWNSHIP,3209.0,8,3,4,20.0,2005.0,,1877681.75044,736928.927668,2024,170,7085 PLEASANT COLONY CR,64180.0,3209.0,0.0
170-001424,147300.0,338000.0,485300.0,511,2506,R,6340 HAVENS RD,Blacklick,JEFFERSON TOWNSHIP,2885.0,9,3,4,20.0,1968.0,,1877168.57233,740246.315226,2024,170,6340 HAVENS ROAD,57700.0,2885.0,0.0
171-002030,77100.0,358000.0,435100.0,510,4505,R,8156 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2929.0,6,2,3,20.0,2019.0,,1891620.86421,734331.680155,2024,171,8156 NARROWLEAF DRIVE,58580.0,2929.0,0.0
171-002028,77000.0,273100.0,350100.0,510,4505,R,8649 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2468.0,6,2,4,20.0,2018.0,,1890225.50529,732512.257531,2024,171,8649 CONESTOGA VALLEY DRIVE,49360.0,2468.0,0.0
171-002029,87100.0,319200.0,406300.0,510,4505,R,8148 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2255.0,6,2,4,20.0,2020.0,,1891558.30897,734328.757753,2024,171,8148 NARROWLEAF DRIVE,45100.0,2255.0,0.0
171-002027,77000.0,322900.0,399900.0,510,4505,R,8653 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3095.0,5,2,3,20.0,2018.0,,1890253.69093,732459.411508,2024,171,8653 CONESTOGA VALLEY DRIVE,61900.0,3095.0,0.0
170-001428,126800.0,288200.0,415000.0,511,2506,R,3622 MANN RD,Blacklick,JEFFERSON TOWNSHIP,1947.0,7,2,3,10.0,1971.0,,1876007.81596,739343.69687,2024,170,3622 MANN ROAD,19470.0,1947.0,0.0
170-001426,157000.0,296000.0,453000.0,511,2506,R,6360 HAVENS RD,Blacklick,JEFFERSON TOWNSHIP,2554.0,9,2,4,20.0,1965.0,,1877356.81302,740233.49578,2024,170,6360 HAVENS ROAD,51080.0,2554.0,0.0
170-001427,154800.0,225400.0,380200.0,511,2506,R,3742 MANN RD,Blacklick,JEFFERSON TOWNSHIP,2301.0,8,2,4,20.0,1909.0,,1876056.49245,740241.937364,2024,170,3742 MANN ROAD,46020.0,2301.0,0.0
170-001425,151800.0,861100.0,1012900.0,510,2506,R,6320 HAVENS RD,Blacklick,JEFFERSON TOWNSHIP,5150.0,8,4,4,20.0,1968.0,,1876989.75994,740258.913216,2024,170,6320 HAVENS ROAD,103000.0,5150.0,0.0
170-001438,133800.0,334400.0,468200.0,511,2506,R,5955 HEADLEY RD,Columbus,JEFFERSON TOWNSHIP,2594.0,8,2,4,10.0,1960.0,,1874892.14808,744098.886671,2024,170,5955 HEADLEY ROAD,25940.0,2594.0,0.0
170-001434,30000.0,168800.0,198800.0,511,2506,R,6607 HAVENS CORNERS RD,Blacklick,JEFFERSON TOWNSHIP,936.0,5,1,3,10.0,1966.0,,1879502.67856,735358.204923,2024,170,6607 HAVENS CORNERS ROAD,9360.0,936.0,0.0
170-001431,135800.0,216300.0,352100.0,512,2506,R,6455 HAVENS RD,Blacklick,JEFFERSON TOWNSHIP,2136.0,8,2,4,15.0,1965.0,,1878018.45785,739774.243089,2024,170,6455 HAVENS ROAD,32040.0,2136.0,0.0
170-001430,36000.0,169500.0,205500.0,511,2506,R,6602 HAVENS CORNERS RD,Blacklick,JEFFERSON TOWNSHIP,1325.0,6,2,3,10.0,1965.0,,1879415.78159,735560.895627,2024,170,6602 HAVENS CORNERS ROAD,13250.0,1325.0,0.0
171-002022,77000.0,214400.0,291400.0,510,4505,R,8677 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1679.0,6,2,4,20.0,2018.0,,1890509.83215,732361.945332,2024,171,8677 CONESTOGA VALLEY DRIVE,33580.0,1679.0,0.0
171-002020,77000.0,240700.0,317700.0,510,4505,R,8687 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2134.0,5,2,3,20.0,2018.0,,1890609.5986,732355.658025,2024,171,8687 CONESTOGA VALLEY DRIVE,42680.0,2134.0,0.0
171-002021,77000.0,275100.0,352100.0,510,4505,R,8683 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2550.0,7,3,5,20.0,2018.0,,1890559.71517,732358.802704,2024,171,8683 CONESTOGA VALLEY DRIVE,51000.0,2550.0,0.0
170-001435,396100.0,884700.0,1280800.0,512,2506,R,3586 MANN RD,Blacklick,JEFFERSON TOWNSHIP,4851.0,9,3,3,20.0,1966.0,,1876411.37527,738852.839092,2024,170,3586 MANN ROAD,97020.0,4851.0,0.0
171-001203,97400.0,247800.0,345200.0,510,4505,R,8431 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2128.0,6,2,3,10.0,2004.0,,1888518.10098,734612.083138,2024,171,8431 MORRISON FARMS COURT,21280.0,2128.0,0.0
171-001204,97400.0,221200.0,318600.0,510,4505,R,8430 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1880.0,7,2,3,10.0,2004.0,,1888679.10787,734599.913297,2024,171,8430 MORRISON FARMS COURT,18800.0,1880.0,0.0
171-001202,97400.0,261900.0,359300.0,510,4505,R,8425 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2535.0,8,2,4,20.0,2004.0,,1888457.22225,734541.280704,2024,171,8425 MORRISON FARMS COURT,50700.0,2535.0,0.0
171-001201,92900.0,247800.0,340700.0,510,4505,R,8417 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2194.0,6,2,3,10.0,2004.0,,1888497.45675,734437.176582,2024,171,8417 MORRISON FARMS COURT,21940.0,2194.0,0.0
170-003679,80000.0,344300.0,424300.0,550,2506,R,745 HAWKS CREST LN,Blacklick,JEFFERSON TOWNSHIP,2157.0,5,2,3,10.0,2005.0,,1878507.56572,729832.550784,2024,170,745 HAWKS CREST LANE,21570.0,2157.0,0.0
170-003677,80000.0,347700.0,427700.0,550,2506,R,770 HAWKS CREST LN,Blacklick,JEFFERSON TOWNSHIP,2889.0,5,3,3,15.0,2005.0,,1878696.7886,730128.999913,2024,170,770 HAWKS CREST LANE,43335.0,2889.0,0.0
170-003676,80000.0,267300.0,347300.0,550,2506,R,760 HAWKS CREST LN,Blacklick,JEFFERSON TOWNSHIP,1834.0,4,2,2,10.0,2005.0,,1878641.64025,730130.600959,2024,170,760 HAWKS CREST LANE,18340.0,1834.0,0.0
171-001205,92900.0,242800.0,335700.0,510,4505,R,8424 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2090.0,6,2,3,10.0,2004.0,,1888721.29652,734518.454716,2024,171,8424 MORRISON FARMS COURT,20900.0,2090.0,0.0
170-003682,170000.0,484900.0,654900.0,510,2506,R,778 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,1935.0,6,3,2,10.0,2013.0,,1877473.50693,729531.779568,2024,170,778 POPPY HILLS DRIVE,19350.0,1935.0,0.0
170-003681,170000.0,423700.0,593700.0,510,2506,R,774 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3212.0,7,4,3,20.0,2015.0,,1877409.48474,729511.658628,2024,170,774 POPPY HILLS DRIVE,64240.0,3212.0,0.0
170-003680,170000.0,543200.0,713200.0,510,2506,R,768 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,2839.0,7,3,4,20.0,2015.0,,1877342.91787,729504.604836,2024,170,768 POPPY HILLS DRIVE,56780.0,2839.0,0.0
170-003678,80000.0,303000.0,383000.0,550,2506,R,755 HAWKS CREST LN,Blacklick,JEFFERSON TOWNSHIP,2157.0,5,2,3,10.0,2005.0,,1878448.36185,729837.858352,2024,170,755 HAWKS CREST LANE,21570.0,2157.0,0.0
171-001198,49000.0,168900.0,217900.0,550,4505,R,7798 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1304.0,5,2,3,20.0,2003.0,,1888858.00228,732833.951852,2024,171,7798 JEFFERSON RUN,26080.0,1304.0,0.0
171-001197,49000.0,186900.0,235900.0,550,4505,R,7796 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1584.0,5,2,3,20.0,2003.0,,1888819.12072,732819.118384,2024,171,7796 JEFFERSON RUN,31680.0,1584.0,0.0
170-003684,170000.0,447700.0,617700.0,510,2506,R,788 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,2096.0,8,2,4,10.0,2006.0,,1877583.37301,729607.618902,2024,170,788 POPPY HILLS DRIVE,20960.0,2096.0,0.0
170-003683,170000.0,370000.0,540000.0,510,2506,R,782 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,2115.0,7,3,3,10.0,2011.0,,1877532.20432,729564.199533,2024,170,782 POPPY HILLS DRIVE,21150.0,2537.0,-422.0
171-002033,88200.0,325900.0,414100.0,510,4505,R,8180 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2300.0,8,2,3,20.0,2019.0,,1891800.9307,734353.50713,2024,171,8180 NARROWLEAF DRIVE,46000.0,2300.0,0.0
171-002032,84200.0,357000.0,441200.0,510,4505,R,8172 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,3028.0,7,3,4,20.0,2020.0,,1891741.26875,734342.817354,2024,171,8172 NARROWLEAF DRIVE,60560.0,3028.0,0.0
171-002031,84200.0,295700.0,379900.0,510,4505,R,8164 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2263.0,6,2,3,20.0,2020.0,,1891681.48376,734337.676699,2024,171,8164 NARROWLEAF DRIVE,45260.0,2263.0,0.0
170-001413,80500.0,198500.0,279000.0,510,2506,R,5601 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,1602.0,6,2,3,10.0,1967.0,,1871507.95209,745897.555974,2024,170,5601 HENSEL WOODS ROAD,16020.0,1602.0,0.0
170-001417,80500.0,268900.0,349400.0,510,2506,R,5574 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,2057.0,7,2,3,15.0,1967.0,,1871221.156,746173.533932,2024,170,5574 HENSEL WOODS ROAD,30855.0,2057.0,0.0
170-001416,80500.0,215400.0,295900.0,510,2506,R,5573 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,1660.0,6,2,3,10.0,1968.0,,1871207.44293,745914.125412,2024,170,5573 HENSEL WOODS ROAD,16600.0,1660.0,0.0
170-001414,80500.0,225100.0,305600.0,510,2506,R,5591 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,2034.0,6,2,3,10.0,1973.0,,1871408.25864,745903.044398,2024,170,5591 HENSEL WOODS ROAD,20340.0,2034.0,0.0
170-001415,80500.0,208700.0,289200.0,510,2506,R,5581 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,1788.0,6,2,3,10.0,1968.0,,1871307.85202,745908.346225,2024,170,5581 HENSEL WOODS ROAD,17880.0,1788.0,0.0
171-002034,86000.0,320100.0,406100.0,510,4505,R,8186 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2369.0,6,2,3,20.0,2020.0,,1891862.79245,734353.149109,2024,171,8186 NARROWLEAF DRIVE,47380.0,2369.0,0.0
170-001420,80500.0,254800.0,335300.0,510,2506,R,5600 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,2128.0,7,2,3,20.0,1976.0,,1871521.12177,746157.58129,2024,170,5600 HENSEL WOODS ROAD,42560.0,2128.0,0.0
170-001419,80500.0,244400.0,324900.0,510,2506,R,5592 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,1916.0,7,2,4,20.0,1971.0,,1871421.5087,746162.245815,2024,170,5592 HENSEL WOODS ROAD,38320.0,1916.0,0.0
170-001418,80500.0,220100.0,300600.0,510,2506,R,5584 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,1644.0,6,2,3,20.0,1974.0,,1871321.64136,746168.348165,2024,170,5584 HENSEL WOODS ROAD,32880.0,1644.0,0.0
171-002026,77000.0,302800.0,379800.0,510,4505,R,8657 CONESTOGA VALLEY DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2854.0,7,3,5,20.0,2018.0,,1890294.51803,732414.822933,2024,171,8657 CONESTOGA VALLEY DRIVE,57080.0,2854.0,0.0
170-001422,86400.0,246800.0,333200.0,510,2506,R,5616 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,2236.0,7,2,4,10.0,1969.0,,1871726.97642,746175.251449,2024,170,5616 HENSEL WOODS ROAD,22360.0,2236.0,0.0
170-001423,88300.0,240700.0,329000.0,510,2506,R,5624 HENSEL WOODS DR,Columbus,JEFFERSON TOWNSHIP,1868.0,8,2,4,10.0,1969.0,,1871883.43732,746134.3534,2024,170,5624 HENSEL WOODS DRIVE,18680.0,1868.0,0.0
170-001421,82300.0,223000.0,305300.0,510,2506,R,5608 HENSEL WOODS RD,Columbus,JEFFERSON TOWNSHIP,1712.0,6,2,3,10.0,1970.0,,1871622.54504,746159.752792,2024,170,5608 HENSEL WOODS ROAD,17120.0,1712.0,0.0
170-003688,105000.0,467000.0,572000.0,550,2506,R,1502 STEWART PL,Blacklick,JEFFERSON TOWNSHIP,3301.0,5,2,2,10.0,2005.0,,1877298.1066,733189.090167,2024,170,1502 STEWART PL,33010.0,3301.0,0.0
170-003685,170000.0,664100.0,834100.0,510,2506,R,790 POPPY HILLS DR,Blacklick,JEFFERSON TOWNSHIP,3594.0,9,4,4,20.0,2015.0,,1877631.83584,729699.090175,2024,170,790 POPPY HILLS DRIVE,71880.0,3594.0,0.0
171-001200,88500.0,261100.0,349600.0,510,4505,R,8411 MORRISON FARMS CT,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2432.0,8,2,4,20.0,2004.0,,1888535.33725,734358.58627,2024,171,8411 MORRISON FARMS COURT,48640.0,2432.0,0.0
171-001199,49000.0,185600.0,234600.0,550,4505,R,7802 JEFFERSON RUN,Blacklick,JEFFERSON TWP-LICKING HTS LSD,1584.0,5,2,3,20.0,2003.0,,1888930.90773,732863.642163,2024,171,7802 JEFFERSON RUN,31680.0,1584.0,0.0
170-003692,83000.0,307500.0,390500.0,510,2506,R,1126 GOLDEN WILLOW PL,Blacklick,JEFFERSON TOWNSHIP,2432.0,7,2,4,20.0,2011.0,,1884353.4013,731631.224598,2024,170,1126 GOLDEN WILLOW PL,48640.0,2432.0,0.0
170-003691,80400.0,309600.0,390000.0,510,2506,R,1132 SANDBAR DR,Blacklick,JEFFERSON TOWNSHIP,2676.0,7,2,4,20.0,2010.0,,1884384.08694,731715.696624,2024,170,1132 SANDBAR DRIVE,53520.0,2676.0,0.0
170-003690,83000.0,308300.0,391300.0,510,2506,R,1140 SANDBAR DR,Blacklick,JEFFERSON TOWNSHIP,2523.0,8,2,4,20.0,2008.0,,1884387.43011,731781.473232,2024,170,1140 SANDBAR DRIVE,50460.0,2523.0,0.0
170-003686,462600.0,1798500.0,2261100.0,447,2506,C,6500 TAYLOR RD,Blacklick,JEFFERSON TOWNSHIP,,0,0,0,,,,1877471.34158,729366.817218,2024,170,6500 TAYLOR ROAD,,,
170-003697,77400.0,306400.0,383800.0,510,2506,R,7907 PRAIRIE WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,2550.0,7,2,4,20.0,2008.0,,1884180.95004,731471.969257,2024,170,7907 PRAIRIE WILLOW DRIVE,51000.0,2550.0,0.0
170-003695,77400.0,250700.0,328100.0,510,2506,R,7923 PRAIRIE WILLOW PL,Blacklick,JEFFERSON TOWNSHIP,1854.0,7,2,3,20.0,2007.0,,1884292.751,731465.083198,2024,170,7923 PRAIRIE WILLOW PL,37080.0,1854.0,0.0
170-003694,77400.0,332800.0,410200.0,510,2506,R,7931 PRAIRIE WILLOW PL,Blacklick,JEFFERSON TOWNSHIP,2452.0,8,2,4,20.0,2009.0,,1884348.65107,731461.639554,2024,170,7931 PRAIRIE WILLOW PL,49040.0,2452.0,0.0
170-003693,76600.0,276500.0,353100.0,510,2506,R,1120 GOLDEN WILLOW PL,Blacklick,JEFFERSON TOWNSHIP,2326.0,7,2,4,20.0,2008.0,,1884418.90191,731626.644965,2024,170,1120 GOLDEN WILLOW PL,46520.0,2326.0,0.0
170-003700,77400.0,374400.0,451800.0,510,2506,R,7883 PRAIRIE WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,3262.0,8,2,4,20.0,2012.0,,1884013.25106,731482.29404,2024,170,7883 PRAIRIE WILLOW DRIVE,65240.0,3262.0,0.0
170-003699,77400.0,208600.0,286000.0,510,2506,R,7891 PRAIRIE WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1598.0,7,2,3,10.0,2007.0,,1884069.15154,731478.848345,2024,170,7891 PRAIRIE WILLOW DRIVE,15980.0,1598.0,0.0
170-003698,77400.0,249400.0,326800.0,510,2506,R,7899 PRAIRIE WILLOW DR,Blacklick,JEFFERSON TOWNSHIP,1820.0,7,2,3,20.0,2011.0,,1884125.05079,731475.407161,2024,170,7899 PRAIRIE WILLOW DRIVE,36400.0,1820.0,0.0
170-003696,77400.0,250600.0,328000.0,510,2506,R,7915 GOLDEN WILLOW PL,Blacklick,JEFFERSON TOWNSHIP,1952.0,7,2,4,20.0,2006.0,,1884236.8497,731468.523152,2024,170,7915 GOLDEN WILLOW PL,39040.0,1952.0,0.0
170-001400,131800.0,265800.0,397600.0,511,2506,R,6247 CLARK STATE RD,Blacklick,JEFFERSON TOWNSHIP,1731.0,6,2,3,10.0,1964.0,,1877285.78543,742132.74682,2024,170,6247 CLARK STATE ROAD,17310.0,1731.0,0.0
171-002039,82500.0,317500.0,400000.0,510,4505,R,8222 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2496.0,6,2,3,20.0,2020.0,,1892166.49632,734335.408412,2024,171,8222 NARROWLEAF DRIVE,49920.0,2496.0,0.0
171-002038,82500.0,284200.0,366700.0,510,4505,R,8218 NARROWLEAF DR,Blacklick,JEFFERSON TWP-LICKING HTS LSD,2250.0,7,2,4,20.0,2019.0,,1892106.59159,734339.369198,2024,171,8218 NARROWLEAF DRIVE,45000.0,2250.0,0.0
