street_norm,year,parcels,total_sqft,net_delta_sqft,run_count
BIGWOOD LP 104,2023,3,0.0,0.0,0.0
BIGWOOD LP 105,2023,4,0.0,0.0,0.0
BIGWOOD LP 106,2023,4,0.0,0.0,0.0
BIGWOOD LP 107,2023,3,0.0,0.0,0.0
BIGWOOD LP 108,2023,3,0.0,0.0,0.0
BIGWOOD LP 201,2023,4,0.0,0.0,0.0
BIGWOOD LP 202,2023,4,0.0,0.0,0.0
BIGWOOD LP 203,2023,4,0.0,0.0,0.0
BIGWOOD LP 204,2023,4,0.0,0.0,0.0
BIGWOOD LP 205,2023,4,0.0,0.0,0.0
BIGWOOD LP 206,2023,4,0.0,0.0,0.0
BIGWOOD LP 207,2023,4,0.0,0.0,0.0
BIGWOOD LP 208,2023,4,0.0,0.0,0.0
BILTMORE DRIVE,2014,18,30137.0,0.0,0.0
BILTMORE DRIVE,2015,18,30137.0,0.0,0.0
BILTMORE DRIVE,2016,18,0.0,0.0,0.0
BILTMORE DRIVE,2017,19,43563.0,0.0,0.0
BILTMORE DRIVE,2018,19,43563.0,0.0,1.0
BILTMORE DRIVE,2019,19,43563.0,0.0,0.0
BILTMORE DRIVE,2020,19,43563.0,0.0,1.0
BILTMORE DRIVE,2021,19,43563.0,0.0,0.0
BILTMORE DRIVE,2022,19,43563.0,0.0,2.0
BILTMORE DRIVE,2023,19,43563.0,0.0,1.0
BILTMORE DRIVE,2024,19,43563.0,0.0,3.0
BIRCH CREEK DRIVE,2014,39,69524.0,0.0,0.0
BIRCH CREEK DRIVE,2015,39,69524.0,0.0,0.0
BIRCH CREEK DRIVE,2016,39,0.0,0.0,0.0
BIRCH CREEK DRIVE,2017,39,69120.0,0.0,0.0
BIRCH CREEK DRIVE,2018,39,69120.0,0.0,1.0
BIRCH CREEK DRIVE,2019,39,69120.0,0.0,0.0
BIRCH CREEK DRIVE,2020,39,69120.0,0.0,2.0
BIRCH CREEK DRIVE,2021,39,69376.0,0.0,1.0
BIRCH CREEK DRIVE,2022,39,69356.0,0.0,11.0
BIRCH CREEK DRIVE,2023,39,69416.0,0.0,9.0
BIRCH CREEK DRIVE,2024,39,69416.0,0.0,7.0
BIRDSONG COURT,2014,8,28907.0,0.0,0.0
BIRDSONG COURT,2015,8,28907.0,0.0,0.0
BIRDSONG COURT,2016,8,0.0,0.0,0.0
BIRDSONG COURT,2017,8,27084.0,0.0,0.0
BIRDSONG COURT,2018,8,27084.0,0.0,0.0
BIRDSONG COURT,2019,8,27084.0,0.0,1.0
BIRDSONG COURT,2020,8,27084.0,0.0,1.0
BIRDSONG COURT,2021,8,27084.0,0.0,1.0
BIRDSONG COURT,2022,8,27084.0,0.0,0.0
BIRDSONG COURT,2023,8,27084.0,0.0,2.0
BIRDSONG COURT,2024,8,27084.0,0.0,0.0
BL,2016,1,0.0,0.0,0.0
BLACK RIDGE BL,2016,1,0.0,0.0,0.0
BLACK RIDGE BL,2017,1,0.0,0.0,0.0
BLACK RIDGE BL,2018,1,0.0,0.0,0.0
BLACK RIDGE BL,2019,1,0.0,0.0,0.0
BLACK RIDGE BL,2020,1,0.0,0.0,0.0
BLACK RIDGE BL,2021,1,0.0,0.0,0.0
BLACK RIDGE BL,2022,1,0.0,0.0,0.0
BLACK RIDGE BL,2023,1,0.0,0.0,0.0
BLACK RIDGE BL,2024,1,0.0,0.0,0.0
BLACK WILLOW COURT,2014,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2015,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2016,7,0.0,0.0,0.0
BLACK WILLOW COURT,2017,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2018,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2019,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2020,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2021,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2022,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2023,7,11703.0,0.0,0.0
BLACK WILLOW COURT,2024,7,11703.0,0.0,0.0
BLACK WILLOW DRIVE,2014,25,51032.0,0.0,0.0
BLACK WILLOW DRIVE,2015,25,51032.0,0.0,0.0
BLACK WILLOW DRIVE,2016,25,0.0,0.0,0.0
BLACK WILLOW DRIVE,2017,25,49899.0,0.0,0.0
BLACK WILLOW DRIVE,2018,25,49899.0,0.0,0.0
BLACK WILLOW DRIVE,2019,25,49899.0,0.0,1.0
BLACK WILLOW DRIVE,2020,25,49899.0,0.0,0.0
BLACK WILLOW DRIVE,2021,25,49899.0,0.0,0.0
BLACK WILLOW DRIVE,2022,25,49899.0,0.0,8.0
BLACK WILLOW DRIVE,2023,25,49899.0,0.0,9.0
BLACK WILLOW DRIVE,2024,25,49899.0,0.0,3.0
BLACKLICK,2016,2,1.0,0.0,0.0
BLACKLICK RIDGE,2014,1,0.0,0.0,0.0
BLACKLICK RIDGE,2015,1,0.0,0.0,0.0
BLACKLICK RIDGE,2016,1,0.0,0.0,0.0
BLACKLICK RIDGE,2017,1,0.0,0.0,0.0
BLACKLICK RIDGE,2018,1,0.0,0.0,0.0
BLACKLICK RIDGE,2019,1,0.0,0.0,0.0
BLACKLICK RIDGE,2020,1,0.0,0.0,0.0
BLACKLICK RIDGE,2021,1,0.0,0.0,0.0
BLACKLICK RIDGE,2022,1,0.0,0.0,0.0
BLACKLICK RIDGE,2023,1,0.0,0.0,0.0
BLACKLICK RIDGE,2024,1,0.0,0.0,0.0
BLACKLICK RIDGE BL,2014,35,67325.0,0.0,0.0
BLACKLICK RIDGE BL,2015,35,67325.0,0.0,0.0
BLACKLICK RIDGE BL,2016,34,0.0,0.0,0.0
BLACKLICK RIDGE BL,2017,35,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2018,35,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2019,35,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2020,35,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2021,36,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2022,36,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2023,36,66119.0,0.0,0.0
BLACKLICK RIDGE BL,2024,36,66119.0,0.0,0.0
BLACKLICK VEIW DRIVE,2016,4,0.0,0.0,0.0
BLACKLICK VEIW DRIVE,2017,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2018,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2019,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2020,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2021,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2022,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2023,4,6840.0,0.0,0.0
BLACKLICK VEIW DRIVE,2024,3,5364.0,0.0,0.0
BLACKLICK VIEW DRIVE,2014,46,85493.0,0.0,0.0
BLACKLICK VIEW DRIVE,2015,46,85493.0,0.0,0.0
BLACKLICK VIEW DRIVE,2016,39,0.0,0.0,0.0
BLACKLICK VIEW DRIVE,2017,39,75371.0,0.0,0.0
BLACKLICK VIEW DRIVE,2018,38,73794.0,0.0,1.0
BLACKLICK VIEW DRIVE,2019,39,75371.0,0.0,0.0
BLACKLICK VIEW DRIVE,2020,39,75371.0,0.0,0.0
BLACKLICK VIEW DRIVE,2021,39,75371.0,0.0,2.0
BLACKLICK VIEW DRIVE,2022,39,75371.0,0.0,4.0
BLACKLICK VIEW DRIVE,2023,39,75226.0,0.0,12.0
BLACKLICK VIEW DRIVE,2024,40,76702.0,0.0,9.0
BLACKLICK VIEWD DRIVE,2016,1,0.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2017,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2018,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2019,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2020,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2021,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2022,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2023,1,2054.0,0.0,0.0
BLACKLICK VIEWD DRIVE,2024,1,2054.0,0.0,0.0
BLACKLICKVIEW DRIVE,2016,2,0.0,0.0,0.0
BLACKLICKVIEW DRIVE,2017,2,3199.0,0.0,0.0
BLACKLICKVIEW DRIVE,2018,2,3199.0,0.0,0.0
BLACKLICKVIEW DRIVE,2019,2,3199.0,0.0,1.0
BLACKLICKVIEW DRIVE,2020,2,3199.0,0.0,0.0
BLACKLICKVIEW DRIVE,2021,2,3199.0,0.0,2.0
BLACKLICKVIEW DRIVE,2022,2,3199.0,0.0,0.0
BLACKLICKVIEW DRIVE,2023,2,3199.0,0.0,1.0
BLACKLICKVIEW DRIVE,2024,2,3199.0,0.0,0.0
BOBWHITE DRIVE,2017,20,26948.0,0.0,0.0
BOBWHITE DRIVE,2018,15,33694.0,0.0,0.0
BOBWHITE DRIVE,2019,21,51174.0,0.0,0.0
BOBWHITE DRIVE,2020,21,51174.0,0.0,0.0
BOBWHITE DRIVE,2021,21,51246.0,0.0,0.0
BOBWHITE DRIVE,2022,21,51246.0,0.0,1.0
BOBWHITE DRIVE,2023,21,51174.0,0.0,2.0
BOBWHITE DRIVE,2024,21,51174.0,0.0,2.0
BOBWHTIE DRIVE,2017,1,2710.0,0.0,0.0
BOBWHTIE DRIVE,2019,1,2710.0,0.0,0.0
BOBWHTIE DRIVE,2020,1,2710.0,0.0,0.0
BOBWHTIE DRIVE,2021,1,2710.0,0.0,0.0
BOBWHTIE DRIVE,2022,1,2710.0,0.0,0.0
BOBWHTIE DRIVE,2023,1,2710.0,0.0,0.0
BOBWHTIE DRIVE,2024,1,2710.0,0.0,0.0
BOHANNON STREET,2017,12,0.0,0.0,0.0
BOHANNON STREET,2018,13,32754.0,0.0,0.0
BOHANNON STREET,2019,13,32754.0,0.0,1.0
BOHANNON STREET,2020,13,32754.0,0.0,0.0
BOHANNON STREET,2021,13,32754.0,0.0,0.0
BOHANNON STREET,2022,13,32754.0,0.0,0.0
BOHANNON STREET,2023,13,32754.0,0.0,2.0
BOHANNON STREET,2024,13,32754.0,0.0,3.0
BOLD FORBES COURT,2014,7,24614.0,0.0,0.0
BOLD FORBES COURT,2015,7,24614.0,0.0,0.0
BOLD FORBES COURT,2016,7,0.0,0.0,0.0
BOLD FORBES COURT,2017,7,25567.0,0.0,0.0
BOLD FORBES COURT,2018,7,24352.0,0.0,0.0
BOLD FORBES COURT,2019,7,24352.0,0.0,0.0
BOLD FORBES COURT,2020,7,24352.0,0.0,0.0
BOLD FORBES COURT,2021,7,24352.0,0.0,0.0
BOLD FORBES COURT,2022,7,24352.0,0.0,0.0
BOLD FORBES COURT,2023,7,24352.0,0.0,1.0
BOLD FORBES COURT,2024,7,24352.0,0.0,0.0
BOWFIN ROAD,2014,13,24674.0,0.0,0.0
BOWFIN ROAD,2015,13,24674.0,0.0,0.0
BOWFIN ROAD,2016,13,0.0,0.0,0.0
BOWFIN ROAD,2017,13,39423.0,0.0,0.0
BOWFIN ROAD,2018,13,39087.0,0.0,0.0
BOWFIN ROAD,2019,13,39087.0,0.0,4.0
BOWFIN ROAD,2020,13,39087.0,0.0,0.0
BOWFIN ROAD,2021,13,39087.0,0.0,0.0
BOWFIN ROAD,2022,13,39087.0,0.0,1.0
BOWFIN ROAD,2023,13,39087.0,0.0,3.0
BOWFIN ROAD,2024,13,39087.0,0.0,0.0
BRADEN WAY,2016,1,0.0,0.0,0.0
BRADEN WAY,2017,1,2990.0,0.0,0.0
BRADEN WAY,2018,1,2990.0,0.0,0.0
BRADEN WAY,2019,1,2990.0,0.0,0.0
BRADEN WAY,2020,1,2990.0,0.0,0.0
BRADEN WAY,2021,1,2990.0,0.0,0.0
BRADEN WAY,2022,1,2990.0,0.0,2.0
BRADEN WAY,2023,1,2990.0,0.0,1.0
BRADEN WAY,2024,1,2990.0,0.0,2.0
BRADEN WY,2014,5,20103.0,0.0,0.0
BRADEN WY,2015,5,20103.0,0.0,0.0
BRADEN WY,2016,4,0.0,0.0,0.0
BRADEN WY,2017,5,15041.0,0.0,0.0
BRADEN WY,2018,5,15041.0,0.0,0.0
BRADEN WY,2019,5,15041.0,0.0,0.0
BRADEN WY,2020,5,15041.0,0.0,0.0
BRADEN WY,2021,5,15041.0,0.0,0.0
BRADEN WY,2022,5,15041.0,0.0,0.0
BRADEN WY,2023,5,15041.0,0.0,0.0
BRADEN WY,2024,5,15041.0,0.0,0.0
BROAD STREET,2014,51,35523.0,0.0,0.0
BROAD STREET,2015,51,35523.0,0.0,0.0
BROAD STREET,2016,49,0.0,0.0,0.0
BROAD STREET,2017,49,35111.0,0.0,0.0
BROAD STREET,2018,48,35111.0,0.0,31.0
BROAD STREET,2019,52,35111.0,0.0,48.0
BROAD STREET,2020,54,30919.0,0.0,12.0
BROAD STREET,2021,54,28855.0,0.0,13.0
BROAD STREET,2022,56,28855.0,0.0,122.0
BROAD STREET,2023,54,28855.0,0.0,136.0
BROAD STREET,2024,54,28855.0,0.0,148.0
BROADSTONE CR,2016,35,0.0,0.0,0.0
BROADSTONE CR,2017,35,56958.0,0.0,0.0
BROADSTONE CR,2018,29,47310.0,0.0,0.0
BROADSTONE CR,2019,35,56958.0,0.0,0.0
BROADSTONE CR,2020,35,56958.0,0.0,0.0
BROADSTONE CR,2021,35,56958.0,0.0,0.0
BROADSTONE CR,2022,35,56958.0,0.0,0.0
BROADSTONE CR,2023,35,56958.0,0.0,0.0
BROADSTONE CR,2024,35,56958.0,0.0,0.0
BROOKSONG CR,2014,13,33312.0,0.0,0.0
BROOKSONG CR,2015,13,33312.0,0.0,0.0
BROOKSONG CR,2016,12,0.0,0.0,0.0
BROOKSONG CR,2017,12,29504.0,0.0,0.0
BROOKSONG CR,2018,12,29504.0,0.0,0.0
BROOKSONG CR,2019,12,29504.0,0.0,0.0
BROOKSONG CR,2020,12,29504.0,0.0,0.0
BROOKSONG CR,2021,13,31770.0,0.0,0.0
BROOKSONG CR,2022,13,31770.0,0.0,0.0
BROOKSONG CR,2023,13,31770.0,0.0,0.0
BROOKSONG CR,2024,13,31770.0,0.0,0.0
BROOKSONG WY,2014,7,18320.0,0.0,0.0
BROOKSONG WY,2015,7,18320.0,0.0,0.0
BROOKSONG WY,2016,8,0.0,0.0,0.0
BROOKSONG WY,2017,8,18606.0,0.0,0.0
BROOKSONG WY,2018,8,18606.0,0.0,0.0
BROOKSONG WY,2019,8,18606.0,0.0,0.0
BROOKSONG WY,2020,8,18606.0,0.0,0.0
BROOKSONG WY,2021,7,16340.0,0.0,0.0
BROOKSONG WY,2022,7,16340.0,0.0,0.0
BROOKSONG WY,2023,7,16352.0,0.0,0.0
BROOKSONG WY,2024,7,16352.0,0.0,0.0
BUNKER RIDGE COURT,2014,30,59784.0,0.0,0.0
BUNKER RIDGE COURT,2015,30,59784.0,0.0,0.0
BUNKER RIDGE COURT,2016,30,0.0,0.0,0.0
BUNKER RIDGE COURT,2017,30,59343.0,0.0,0.0
BUNKER RIDGE COURT,2018,30,59343.0,0.0,0.0
BUNKER RIDGE COURT,2019,30,59343.0,0.0,1.0
BUNKER RIDGE COURT,2020,30,59343.0,0.0,0.0
BUNKER RIDGE COURT,2021,30,59343.0,0.0,0.0
BUNKER RIDGE COURT,2022,30,59343.0,0.0,3.0
BUNKER RIDGE COURT,2023,30,59343.0,0.0,2.0
BUNKER RIDGE COURT,2024,30,59343.0,0.0,3.0
CADY COURT,2014,13,27700.0,0.0,0.0
CADY COURT,2015,13,27700.0,0.0,0.0
CADY COURT,2016,13,0.0,0.0,0.0
CADY COURT,2017,13,29765.0,0.0,0.0
CADY COURT,2018,13,29765.0,0.0,1.0
CADY COURT,2019,13,29765.0,0.0,0.0
CADY COURT,2020,13,29765.0,0.0,1.0
CADY COURT,2021,13,28452.0,0.0,0.0
CADY COURT,2022,13,28452.0,0.0,2.0
CADY COURT,2023,13,28452.0,0.0,1.0
CADY COURT,2024,13,28452.0,0.0,0.0
CANDORA STREET,2014,25,48577.0,0.0,0.0
CANDORA STREET,2015,25,48577.0,0.0,0.0
CANDORA STREET,2016,25,0.0,0.0,0.0
CANDORA STREET,2017,25,48561.0,0.0,0.0
CANDORA STREET,2018,25,48561.0,0.0,1.0
CANDORA STREET,2019,25,48561.0,0.0,2.0
CANDORA STREET,2020,25,48561.0,0.0,0.0
CANDORA STREET,2021,25,48561.0,0.0,0.0
CANDORA STREET,2022,25,48561.0,0.0,3.0
CANDORA STREET,2023,25,48561.0,0.0,9.0
CANDORA STREET,2024,25,48561.0,0.0,2.0
CANDYTUFT STREET,2014,1,1414.0,0.0,0.0
CANDYTUFT STREET,2015,1,1414.0,0.0,0.0
CANDYTUFT STREET,2016,12,0.0,0.0,0.0
CANDYTUFT STREET,2017,13,18177.0,0.0,0.0
CANDYTUFT STREET,2018,13,18177.0,0.0,2.0
CANDYTUFT STREET,2019,13,18177.0,0.0,0.0
CANDYTUFT STREET,2020,13,18177.0,0.0,0.0
CANDYTUFT STREET,2021,13,18177.0,0.0,0.0
CANDYTUFT STREET,2022,13,18177.0,0.0,3.0
CANDYTUFT STREET,2023,13,18177.0,0.0,3.0
CANDYTUFT STREET,2024,13,18177.0,0.0,0.0
CANTERHURST STREET,2014,24,49784.0,0.0,0.0
CANTERHURST STREET,2015,24,49784.0,0.0,0.0
CANTERHURST STREET,2016,24,0.0,0.0,0.0
CANTERHURST STREET,2017,24,48984.0,0.0,0.0
CANTERHURST STREET,2018,24,48984.0,0.0,1.0
CANTERHURST STREET,2019,24,48984.0,0.0,0.0
CANTERHURST STREET,2020,24,48984.0,0.0,3.0
CANTERHURST STREET,2021,24,48984.0,0.0,1.0
CANTERHURST STREET,2022,24,48984.0,0.0,6.0
CANTERHURST STREET,2023,24,48984.0,0.0,2.0
CANTERHURST STREET,2024,24,48984.0,0.0,2.0
CARLTON WY,2014,1,2429.0,0.0,0.0
CARLTON WY,2015,1,2429.0,0.0,0.0
CARLTON WY,2016,4,0.0,0.0,0.0
CARLTON WY,2017,4,9512.0,0.0,0.0
CARLTON WY,2018,5,12163.0,0.0,0.0
CARLTON WY,2019,5,12163.0,0.0,0.0
CARLTON WY,2020,5,12163.0,0.0,0.0
CARLTON WY,2021,5,12163.0,0.0,0.0
CARLTON WY,2022,5,12163.0,0.0,0.0
CARLTON WY,2023,5,12163.0,0.0,0.0
CARLTON WY,2024,5,12163.0,0.0,0.0
CARMIE DRIVE,2022,19,0.0,0.0,0.0
CARMIE DRIVE,2023,24,38505.0,0.0,1.0
CARMIE DRIVE,2024,24,50140.0,0.0,1.0
CARMIED DRIVE,2022,1,0.0,0.0,0.0
CARROL CR,2016,1,0.0,0.0,0.0
CARROL CR,2017,1,2226.0,0.0,0.0
CARROL CR,2018,1,2226.0,0.0,0.0
CARROL CR,2019,1,2226.0,0.0,0.0
CARROL CR,2020,1,2226.0,0.0,0.0
CARROL CR,2021,1,2226.0,0.0,0.0
CARROL CR,2022,1,2226.0,0.0,0.0
CARROL CR,2023,1,2226.0,0.0,0.0
CARROL CR,2024,1,2226.0,0.0,0.0
CARROLL CIRLE,2016,1,0.0,0.0,0.0
CARROLL CIRLE,2017,1,2620.0,0.0,0.0
CARROLL CIRLE,2018,1,2620.0,0.0,0.0
CARROLL CIRLE,2019,1,2620.0,0.0,0.0
CARROLL CIRLE,2020,1,2620.0,0.0,0.0
CARROLL CIRLE,2021,1,2620.0,0.0,0.0
CARROLL CIRLE,2022,1,2620.0,0.0,0.0
CARROLL CIRLE,2023,1,2620.0,0.0,0.0
CARROLL CIRLE,2024,1,2620.0,0.0,0.0
CARROLL CR,2014,3,8399.0,0.0,0.0
CARROLL CR,2015,3,8399.0,0.0,0.0
CARROLL CR,2016,5,0.0,0.0,0.0
CARROLL CR,2017,6,16208.0,0.0,0.0
CARROLL CR,2018,6,16208.0,0.0,0.0
CARROLL CR,2019,6,16208.0,0.0,0.0
CARROLL CR,2020,6,16208.0,0.0,0.0
CARROLL CR,2021,6,16208.0,0.0,0.0
CARROLL CR,2022,6,16208.0,0.0,0.0
CARROLL CR,2023,6,16208.0,0.0,0.0
CARROLL CR,2024,6,16208.0,0.0,0.0
CELOSIA AV,2014,2,2532.0,0.0,0.0
CELOSIA AV,2015,2,2532.0,0.0,0.0
CELOSIA AV,2016,8,0.0,0.0,0.0
CELOSIA AV,2017,8,10644.0,0.0,0.0
CELOSIA AV,2018,8,10644.0,0.0,0.0
CELOSIA AV,2019,8,10644.0,0.0,0.0
CELOSIA AV,2020,8,10644.0,0.0,0.0
CELOSIA AV,2021,8,10644.0,0.0,0.0
CELOSIA AV,2022,8,10644.0,0.0,0.0
CELOSIA AV,2023,8,10644.0,0.0,0.0
CELOSIA AV,2024,8,10644.0,0.0,0.0
CENTER AL,2014,2,0.0,0.0,0.0
CENTER AL,2015,2,0.0,0.0,0.0
CENTER AL,2016,2,0.0,0.0,0.0
CENTER AL,2017,2,0.0,0.0,0.0
CENTER AL,2018,2,0.0,0.0,0.0
CENTER AL,2019,2,0.0,0.0,0.0
CENTER AL,2020,2,0.0,0.0,0.0
CENTER AL,2021,2,0.0,0.0,0.0
CENTER AL,2022,2,0.0,0.0,0.0
CENTER AL,2023,2,0.0,0.0,0.0
CENTER AL,2024,2,0.0,0.0,0.0
CENTER STREET,2014,1,0.0,0.0,0.0
CENTER STREET,2015,1,0.0,0.0,0.0
CENTER STREET,2016,2,0.0,0.0,0.0
CENTER STREET,2017,2,0.0,0.0,0.0
CENTER STREET,2018,2,0.0,0.0,0.0
CENTER STREET,2019,2,0.0,0.0,0.0
CENTER STREET,2020,2,0.0,0.0,0.0
CENTER STREET,2021,2,0.0,0.0,0.0
CENTER STREET,2022,2,0.0,0.0,0.0
CENTER STREET,2023,2,0.0,0.0,0.0
CENTER STREET,2024,2,0.0,0.0,0.0
CHAMPAIGN DRIVE,2014,39,64165.0,0.0,0.0
CHAMPAIGN DRIVE,2015,39,64165.0,0.0,0.0
CHAMPAIGN DRIVE,2016,39,0.0,0.0,0.0
CHAMPAIGN DRIVE,2017,39,76297.0,0.0,0.0
CHAMPAIGN DRIVE,2018,39,76297.0,0.0,2.0
CHAMPAIGN DRIVE,2019,39,76297.0,0.0,1.0
CHAMPAIGN DRIVE,2020,39,76297.0,0.0,2.0
CHAMPAIGN DRIVE,2021,39,76297.0,0.0,2.0
CHAMPAIGN DRIVE,2022,39,76297.0,0.0,5.0
CHAMPAIGN DRIVE,2023,39,76297.0,0.0,2.0
CHAMPAIGN DRIVE,2024,39,76297.0,0.0,4.0
CHATEAGAY WY,2016,1,0.0,0.0,0.0
CHATEAGAY WY,2017,1,3653.0,0.0,0.0
CHATEAGAY WY,2018,1,3653.0,0.0,0.0
CHATEAGAY WY,2019,1,3653.0,0.0,0.0
CHATEAGAY WY,2020,1,3653.0,0.0,0.0
CHATEAGAY WY,2021,1,3653.0,0.0,0.0
CHATEAGAY WY,2022,1,3653.0,0.0,0.0
CHATEAGAY WY,2023,1,3653.0,0.0,0.0
CHATEAGAY WY,2024,1,3653.0,0.0,0.0
CHATEAUGAY WY,2014,33,101904.0,0.0,0.0
CHATEAUGAY WY,2015,33,101904.0,0.0,0.0
CHATEAUGAY WY,2016,32,0.0,0.0,0.0
CHATEAUGAY WY,2017,32,99518.0,0.0,0.0
CHATEAUGAY WY,2018,31,99518.0,0.0,0.0
CHATEAUGAY WY,2019,32,99518.0,0.0,0.0
CHATEAUGAY WY,2020,32,99518.0,0.0,0.0
CHATEAUGAY WY,2021,32,99518.0,0.0,0.0
CHATEAUGAY WY,2022,32,99518.0,0.0,0.0
CHATEAUGAY WY,2023,32,99518.0,0.0,0.0
CHATEAUGAY WY,2024,32,99518.0,0.0,0.0
CHATWOOD LOOP,2021,8,0.0,0.0,0.0
CHATWOOD LOOP,2022,8,16525.0,0.0,2.0
CHATWOOD LOOP,2023,6,11717.0,0.0,1.0
CHATWOOD LOOP,2024,6,11717.0,0.0,1.0
CHATWOOD LP,2019,3,0.0,0.0,0.0
CHATWOOD LP,2020,13,0.0,0.0,0.0
CHATWOOD LP,2021,6,2608.0,0.0,0.0
CHATWOOD LP,2022,5,5022.0,0.0,0.0
CHATWOOD LP,2023,6,7242.0,0.0,0.0
CHATWOOD LP,2024,6,7093.0,0.0,0.0
CHICKROY STREET,2016,1,0.0,0.0,0.0
CHICKWEED STREET,2014,3,3663.0,0.0,0.0
CHICKWEED STREET,2015,3,3663.0,0.0,0.0
CHICKWEED STREET,2016,19,0.0,0.0,0.0
CHICKWEED STREET,2017,19,24911.0,0.0,0.0
CHICKWEED STREET,2018,19,24911.0,0.0,0.0
CHICKWEED STREET,2019,19,24911.0,0.0,0.0
CHICKWEED STREET,2020,19,24911.0,0.0,0.0
CHICKWEED STREET,2021,19,24911.0,0.0,0.0
CHICKWEED STREET,2022,19,24911.0,0.0,1.0
CHICKWEED STREET,2023,19,24911.0,0.0,3.0
CHICKWEED STREET,2024,19,24911.0,0.0,2.0
CHICORY STREET,2016,2,0.0,0.0,0.0
CHICORY STREET,2017,2,2972.0,0.0,0.0
CHICORY STREET,2018,2,2972.0,0.0,0.0
CHICORY STREET,2019,2,2972.0,0.0,0.0
CHICORY STREET,2020,2,2972.0,0.0,0.0
CHICORY STREET,2021,2,2972.0,0.0,0.0
CHICORY STREET,2022,1,1414.0,0.0,0.0
CHICORY STREET,2023,1,1414.0,0.0,0.0
CHICORY STREET,2024,1,1414.0,0.0,0.0
CHICROY STREET,2014,11,17410.0,0.0,0.0
CHICROY STREET,2015,11,17410.0,0.0,0.0
CHICROY STREET,2016,22,0.0,0.0,0.0
CHICROY STREET,2017,23,35477.0,0.0,0.0
CHICROY STREET,2018,23,35477.0,0.0,1.0
CHICROY STREET,2019,23,35477.0,0.0,1.0
CHICROY STREET,2020,23,35477.0,0.0,0.0
CHICROY STREET,2021,23,35477.0,0.0,2.0
CHICROY STREET,2022,24,37035.0,0.0,10.0
CHICROY STREET,2023,24,37035.0,0.0,3.0
CHICROY STREET,2024,24,37035.0,0.0,2.0
CICADA STREET,2017,18,11009.0,0.0,0.0
CICADA STREET,2018,16,24900.0,0.0,0.0
CICADA STREET,2019,21,36268.0,0.0,2.0
CICADA STREET,2020,21,46406.0,0.0,2.0
CICADA STREET,2021,21,48718.0,0.0,1.0
CICADA STREET,2022,21,48718.0,0.0,6.0
CICADA STREET,2023,21,48816.0,0.0,5.0
CICADA STREET,2024,21,48816.0,0.0,4.0
CLARK STATE,2016,2,0.0,0.0,0.0
CLARK STATE COURT,2014,10,13596.0,0.0,0.0
CLARK STATE COURT,2015,10,13596.0,0.0,0.0
CLARK STATE COURT,2016,10,0.0,0.0,0.0
CLARK STATE COURT,2017,10,26345.0,0.0,0.0
CLARK STATE COURT,2018,10,26345.0,0.0,0.0
CLARK STATE COURT,2019,10,26345.0,0.0,0.0
CLARK STATE COURT,2020,10,26345.0,0.0,1.0
CLARK STATE COURT,2021,10,26345.0,0.0,0.0
CLARK STATE COURT,2022,10,26345.0,0.0,1.0
CLARK STATE COURT,2023,10,26345.0,0.0,0.0
CLARK STATE COURT,2024,10,26345.0,0.0,1.0
CLARK STATE CROS,2016,8,0.0,0.0,0.0
CLARK STATE CROS,2017,8,19175.0,0.0,0.0
CLARK STATE CROS,2018,5,10263.0,0.0,0.0
CLARK STATE CROS,2019,8,18775.0,0.0,0.0
CLARK STATE CROS,2020,8,18775.0,0.0,0.0
CLARK STATE CROS,2021,7,15989.0,0.0,0.0
CLARK STATE CROS,2022,7,15989.0,0.0,0.0
CLARK STATE CROS,2023,7,15989.0,0.0,0.0
CLARK STATE CROS,2024,7,15989.0,0.0,0.0
