month,total_runs,sqft_use_100,sqft_use_101,sqft_use_110,sqft_use_111,sqft_use_112,sqft_use_122,sqft_use_123,sqft_use_199,sqft_use_300,sqft_use_330,sqft_use_340,sqft_use_350,sqft_use_351,sqft_use_355,sqft_use_370,sqft_use_399,sqft_use_400,sqft_use_401,sqft_use_403,sqft_use_407,sqft_use_409,sqft_use_413,sqft_use_417,sqft_use_420,sqft_use_421,sqft_use_422,sqft_use_426,sqft_use_429,sqft_use_430,sqft_use_435,sqft_use_442,sqft_use_443,sqft_use_444,sqft_use_447,sqft_use_452,sqft_use_455,sqft_use_456,sqft_use_458,sqft_use_463,sqft_use_465,sqft_use_468,sqft_use_470,sqft_use_471,sqft_use_479,sqft_use_480,sqft_use_481,sqft_use_489,sqft_use_495,sqft_use_499,sqft_use_500,sqft_use_501,sqft_use_502,sqft_use_503,sqft_use_504,sqft_use_505,sqft_use_510,sqft_use_511,sqft_use_512,sqft_use_513,sqft_use_514,sqft_use_515,sqft_use_521,sqft_use_522,sqft_use_534,sqft_use_540,sqft_use_550,sqft_use_551,sqft_use_553,sqft_use_599,sqft_use_620,sqft_use_630,sqft_use_640,sqft_use_650,sqft_use_660,sqft_use_680,sqft_use_685,sqft_use_690,sqft_use_840,sqft_use_899,total_certified_beds,avg_residents
2024-03-01,185,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,174807.0,6746.0,0.0,0.0,0.0,0.0,11639259.0,1654074.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863886.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,44.0
2024-04-01,190,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,179812.0,6746.0,0.0,0.0,0.0,0.0,11639271.0,1653123.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863886.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,44.0
2024-05-01,179,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,179812.0,6746.0,0.0,0.0,0.0,0.0,11640072.0,1648759.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864154.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,44.0
2024-06-01,157,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,177132.0,6746.0,0.0,0.0,0.0,0.0,11638491.0,1648759.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864154.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,44.0
2024-07-01,184,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,181146.0,6746.0,0.0,0.0,0.0,0.0,11640058.0,1650919.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864154.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,46.7
2024-08-01,168,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,181146.0,6746.0,0.0,0.0,0.0,0.0,11638966.0,1650919.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,46.7
2024-09-01,177,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,181146.0,6746.0,0.0,0.0,0.0,0.0,11637748.0,1650715.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,46.7
2024-10-01,221,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,181146.0,6746.0,0.0,0.0,0.0,0.0,11637748.0,1649016.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,45.4
2024-11-01,196,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,181146.0,6746.0,0.0,0.0,0.0,0.0,11637748.0,1649016.0,124291.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,202224.0,129129.0,0.0,1422.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,45.4
2024-12-01,220,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11916492.0,1671521.0,120481.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,58,0.0
2025-01-01,223,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11916492.0,1671521.0,120481.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,58,0.0
2025-02-01,165,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11915432.0,1670649.0,120481.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,863986.0,7866.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,45.4
2025-03-01,169,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11914681.0,1669831.0,119835.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864196.0,8076.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,108,45.4
2025-04-01,170,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11914200.0,1669435.0,119835.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864196.0,8076.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,116,44.3
2025-05-01,158,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11910964.0,1666554.0,119835.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864196.0,8076.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,116,44.3
2025-06-01,165,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,0.0,0.0,0.0,0.0,0.0,0.0,11911336.0,1664916.0,119835.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864196.0,8076.0,483958.0,31519.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,116,44.3
2025-07-01,177,0.0,17130.0,0.0,0.0,3427.0,11086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,3003.0,2986.0,1106.0,0.0,0.0,0.0,0.0,5867.0,132415.0,16969.0,0.0,0.0,0.0,0.0,11909681.0,1669454.0,119835.0,18145.0,13203.0,4022.0,1188.0,800.0,5322.0,0.0,864196.0,8076.0,483958.0,36163.0,0.0,3978.0,0.0,0.0,1711.0,1482.0,1962.0,0.0,0.0,0.0,116,47.3
